,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,scale,scale_2,difference,difference_2,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
16,23,1,16,49,html-slider-response,49,318732,3077.0,0.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-20.0,0.0,8.0,8.0,4.0,6.0,-0.24833125982757043,-0.12749738528957197,3
12,23,1,12,83,html-slider-response,83,457684,2885.0,1.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-19.0,0.0,10.0,6.0,12.0,8.0,-0.3184166165512946,-0.0651082725397227,4
17,23,1,17,99,html-slider-response,99,532913,3256.0,2.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,8.0,6.0,8.0,14.0,-0.30624112403695947,0.11616333270319017,5
15,23,1,15,137,html-slider-response,137,739538,3945.0,0.0,0.2,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,7.0,9.0,19.0,14.0,-0.509021390307872,-0.16335550595712284,1
13,23,1,13,165,html-slider-response,165,934784,2279.0,2.0,0.2,question_agency,question_agency_line,0.0,0.0,-18.0,0.0,6.0,8.0,18.0,14.0,-0.31062591266952805,-0.1855718733801009,2
14,23,1,14,199,html-slider-response,199,1115555,4622.0,2.0,0.2,question_agency,question_agency_line,0.0,0.0,-18.0,0.0,6.0,7.0,17.0,11.0,-0.17117838586423037,-0.17121583573775492,3
20,23,1,20,46,html-slider-response,46,306650,2956.0,7.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-23.0,0.0,8.0,6.0,16.0,14.0,-0.5309712836255499,0.04383805873492318,4
23,23,1,23,65,html-slider-response,65,384788,5814.0,21.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-9.0,0.0,7.0,5.0,18.0,11.0,-0.20017584567433439,0.09308295424511841,5
19,23,1,19,96,html-slider-response,96,520653,2189.0,4.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-26.0,0.0,8.0,6.0,24.0,5.0,-0.1676270172977474,-0.33722452152484983,1
21,23,1,21,152,html-slider-response,152,806182,4664.0,39.0,0.3,question_agency,question_agency_line,0.0,0.0,9.0,0.0,5.0,6.0,19.0,8.0,-0.22161407607693293,-0.11124030563356195,2
22,23,1,22,189,html-slider-response,189,1041705,6450.0,56.0,0.3,question_agency,question_agency_line,0.0,0.0,26.0,0.0,9.0,7.0,15.0,4.0,-0.012279812680696398,-0.09865172881873956,3
18,23,1,18,211,html-slider-response,211,1165374,4166.0,27.0,0.3,question_agency,question_agency_line,0.0,0.0,-3.0,0.0,5.0,6.0,14.0,4.0,0.11040583123535923,-0.22409655591193384,4
27,23,1,27,31,html-slider-response,31,231633,3237.0,3.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-37.0,0.0,5.0,10.0,28.0,14.0,-0.17177990560899378,0.08254112864186687,5
29,23,1,29,77,html-slider-response,77,434042,2856.0,5.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-35.0,0.0,8.0,8.0,12.0,15.0,0.294142397601454,-0.20939577982917823,1
26,23,1,26,102,html-slider-response,102,544134,2220.0,12.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-28.0,0.0,3.0,7.0,21.0,20.0,-0.29311307965871236,-0.3208199348816331,2
24,23,1,24,143,html-slider-response,143,766402,3334.0,2.0,0.4,question_agency,question_agency_line,0.0,0.0,-38.0,0.0,11.0,10.0,21.0,17.0,-0.25533547924188177,-0.09812412378473363,3
25,23,1,25,171,html-slider-response,171,963243,5630.0,14.0,0.4,question_agency,question_agency_line,0.0,0.0,-26.0,0.0,7.0,6.0,21.0,10.0,-0.5306902544121423,-0.3319067919245254,4
28,23,1,28,217,html-slider-response,217,1194797,5903.0,28.0,0.4,question_agency,question_agency_line,0.0,0.0,-12.0,0.0,6.0,7.0,21.0,12.0,-0.08945804306994172,-0.12875067768944848,5
34,23,1,34,52,html-slider-response,52,331506,3767.0,0.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-50.0,0.0,6.0,5.0,19.0,8.0,-0.3761966511751793,-0.10505845849013849,1
35,23,1,35,68,html-slider-response,68,397388,3589.0,34.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-16.0,0.0,6.0,6.0,10.0,17.0,-0.35486049663036223,-0.0657152258559946,2
31,23,1,31,90,html-slider-response,90,497767,2851.0,7.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-43.0,0.0,9.0,6.0,30.0,8.0,-0.19221669458559643,-0.4059402582957205,3
33,23,1,33,128,html-slider-response,128,702438,3737.0,6.0,0.5,question_agency,question_agency_line,0.0,0.0,-44.0,0.0,7.0,7.0,19.0,12.0,-0.5032083761513539,-0.42147483866958085,4
32,23,1,32,159,html-slider-response,159,911832,4926.0,39.0,0.5,question_agency,question_agency_line,0.0,0.0,-11.0,0.0,8.0,7.0,21.0,17.0,-0.20808232009033706,-0.17945948488115887,5
30,23,1,30,208,html-slider-response,208,1152203,3874.0,55.0,0.5,question_agency,question_agency_line,0.0,0.0,5.0,0.0,9.0,7.0,15.0,22.0,-0.15341521876845082,-0.19519797575550193,1
37,23,1,37,28,html-slider-response,28,219387,4204.0,25.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-35.0,0.0,8.0,9.0,18.0,17.0,-0.33145385130951294,-0.5118086444913351,2
40,23,1,40,80,html-slider-response,80,445795,2746.0,75.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,7.0,8.0,14.0,15.0,-0.1465534269354413,0.09521170732978601,3
41,23,1,41,120,html-slider-response,120,635032,2872.0,91.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,31.0,0.0,7.0,5.0,12.0,12.0,-0.08316738502839092,-0.3153995694149724,4
38,23,1,38,146,html-slider-response,146,779636,4218.0,84.0,0.6,question_agency,question_agency_line,0.0,0.0,24.0,0.0,9.0,6.0,20.0,12.0,0.07643160194595178,-0.2579658043874223,5
36,23,1,36,168,html-slider-response,168,948597,4803.0,72.0,0.6,question_agency,question_agency_line,0.0,0.0,12.0,0.0,7.0,6.0,14.0,14.0,-0.14126457154259298,-0.42982818411913243,1
39,23,1,39,220,html-slider-response,220,1208244,4441.0,69.0,0.6,question_agency,question_agency_line,0.0,0.0,9.0,0.0,7.0,6.0,17.0,12.0,0.10871617299137418,-0.23189738134465251,2
45,23,1,45,25,html-slider-response,25,206179,5047.0,39.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-31.0,0.0,7.0,7.0,14.0,16.0,0.13532558832563135,-0.4000682153498132,3
42,23,1,42,71,html-slider-response,71,409986,3592.0,74.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,6.0,8.0,14.0,15.0,-0.15297888249614106,-0.12837623931921643,4
44,23,1,44,114,html-slider-response,114,610300,14319.0,96.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,26.0,0.0,9.0,9.0,20.0,16.0,0.25137307243180423,-0.24826449040483894,5
43,23,1,43,125,html-slider-response,125,689696,7414.0,97.0,0.7,question_agency,question_agency_line,0.0,0.0,27.0,0.0,7.0,8.0,19.0,20.0,0.1280608711745509,-0.13101904159655106,1
46,23,1,46,180,html-slider-response,180,1001485,3401.0,97.0,0.7,question_agency,question_agency_line,0.0,0.0,27.0,0.0,6.0,8.0,12.0,16.0,-0.15459087094997853,-0.01940909089182803,2
47,23,1,47,214,html-slider-response,214,1179877,5497.0,87.0,0.7,question_agency,question_agency_line,0.0,0.0,17.0,0.0,6.0,3.0,12.0,20.0,-0.24736476159291967,-0.0025401566160312412,3
49,23,1,49,40,html-slider-response,40,282725,17507.0,84.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,7.0,4.0,13.0,16.0,-0.346454146402511,-0.26880069605090046,4
51,23,1,51,86,html-slider-response,86,475212,8522.0,93.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,13.0,0.0,7.0,4.0,12.0,10.0,0.05177878134840192,0.4401579619841878,5
48,23,1,48,93,html-slider-response,93,509459,2687.0,97.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,17.0,0.0,7.0,6.0,17.0,18.0,-0.035606914701617406,-0.22521356229221262,1
50,23,1,50,155,html-slider-response,155,819644,4455.0,84.0,0.8,question_agency,question_agency_line,0.0,0.0,4.0,0.0,10.0,9.0,17.0,18.0,-0.09091120690089123,0.11965929549281565,2
52,23,1,52,174,html-slider-response,174,977056,4807.0,98.0,0.8,question_agency,question_agency_line,0.0,0.0,18.0,0.0,3.0,7.0,20.0,21.0,-0.12341530701655196,-0.18580448749425452,3
53,23,1,53,193,html-slider-response,193,1090355,3842.0,92.0,0.8,question_agency,question_agency_line,0.0,0.0,12.0,0.0,9.0,6.0,20.0,13.0,-0.35606521468345204,0.21181724833944082,4
54,23,1,54,22,html-slider-response,22,192123,5352.0,86.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,-4.0,0.0,6.0,4.0,18.0,20.0,-0.3246794127977262,-0.007234702521558109,5
58,23,1,58,62,html-slider-response,62,369966,2664.0,94.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,4.0,0.0,8.0,7.0,16.0,16.0,-0.11789640318340176,-0.29372583205366426,1
57,23,1,57,105,html-slider-response,105,555485,2341.0,98.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,8.0,0.0,7.0,5.0,14.0,10.0,0.18340725839598138,0.0523036402429749,2
56,23,1,56,140,html-slider-response,140,754057,5514.0,98.0,0.9,question_agency,question_agency_line,0.0,0.0,8.0,0.0,11.0,9.0,30.0,26.0,0.02626947275155605,-0.09681813535821056,3
55,23,1,55,177,html-slider-response,177,989077,3017.0,99.0,0.9,question_agency,question_agency_line,0.0,0.0,9.0,0.0,8.0,7.0,14.0,9.0,0.04970791481301459,-0.18288744500907347,4
59,23,1,59,223,html-slider-response,223,1221024,3772.0,89.0,0.9,question_agency,question_agency_line,0.0,0.0,-1.0,0.0,7.0,4.0,25.0,29.0,0.25304960225620826,-0.20662414416574246,5
64,23,1,64,43,html-slider-response,43,294689,2957.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,6.0,22.0,21.0,0.22711391632376202,-0.15148183380829378,1
63,23,1,63,56,html-slider-response,56,346956,2433.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,6.0,18.0,22.0,-0.12862614646296525,0.13005276194626086,2
62,23,1,62,111,html-slider-response,111,586970,7871.0,100.0,1.0,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,8.0,6.0,24.0,12.0,0.028570012396364423,-0.2827472816772277,3
60,23,1,60,131,html-slider-response,131,714884,3440.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,8.0,8.0,28.0,12.0,0.04781513520565695,0.12226756774317046,4
65,23,1,65,183,html-slider-response,183,1013444,2951.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,4.0,7.0,8.0,11.0,0.050072295594391816,-0.038204782159298595,5
61,23,1,61,202,html-slider-response,202,1128155,3590.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,7.0,17.0,12.0,0.21439710609135218,-0.13954596835276414,1
2,24,1,2,46,html-slider-response,46,349094,9825.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,6.0,12.0,6.0,0.2985437851851821,-0.011482670498917687,1
4,24,1,4,56,html-slider-response,56,405646,6758.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,6.0,7.0,9.0,9.0,-0.32775048679782165,-0.04422857963112353,2
1,24,1,1,102,html-slider-response,102,637135,4395.0,0.0,0.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,5.0,36.0,26.0,0.18275252152867688,0.32634797256613823,3
5,24,1,5,152,html-slider-response,152,952355,3098.0,2.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,2.0,0.0,5.0,9.0,33.0,22.0,0.05684321315266205,-0.37437020761813106,4
3,24,1,3,168,html-slider-response,168,1070898,3472.0,3.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,3.0,0.0,7.0,6.0,16.0,16.0,0.16523169822168482,-0.11853196569641411,5
0,24,1,0,211,html-slider-response,211,1255259,3377.0,1.0,0.0,question_agency,question_agency_line_inverted,1.0,0.0,1.0,0.0,4.0,8.0,24.0,32.0,0.027367934808681615,-0.38086884457139525,1
9,24,1,9,34,html-slider-response,34,288391,3951.0,6.0,0.1,question_agency,question_agency_line,0.0,0.0,-4.0,0.0,6.0,5.0,9.0,10.0,0.026217324845153652,0.10035428511278928,2
7,24,1,7,77,html-slider-response,77,515880,4978.0,0.0,0.1,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,10.0,7.0,6.0,8.0,-0.11435129882538063,-0.2575338359789405,3
11,24,1,11,93,html-slider-response,93,598952,6863.0,23.0,0.1,question_agency,question_agency_line,0.0,0.0,13.0,0.0,8.0,9.0,9.0,14.0,0.18632052375866115,0.28573766147371266,4
10,24,1,10,149,html-slider-response,149,940251,3604.0,10.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,0.0,0.0,7.0,8.0,32.0,22.0,0.1271414330969221,-0.4297507020348284,5
8,24,1,8,180,html-slider-response,180,1121179,4699.0,4.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,8.0,10.0,6.0,0.0,0.2746114365539494,0.0,1
6,24,1,6,223,html-slider-response,223,1308698,4195.0,73.0,0.1,question_agency,question_agency_line_inverted,1.0,0.0,63.0,0.0,9.0,6.0,26.0,22.0,0.1866058061594628,0.39233145697105226,2
16,24,1,16,40,html-slider-response,40,315069,3463.0,0.0,0.2,question_agency,question_agency_line,0.0,0.0,-20.0,0.0,8.0,6.0,11.0,12.0,-0.056756354578768625,0.16864684732416235,3
12,24,1,12,86,html-slider-response,86,562767,6200.0,1.0,0.2,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,8.0,6.0,16.0,10.0,-0.22787240197410055,-0.018063714903769332,4
14,24,1,14,96,html-slider-response,96,611728,3770.0,4.0,0.2,question_agency,question_agency_line,0.0,0.0,-16.0,0.0,7.0,8.0,25.0,17.0,0.13040428761432377,-0.017704523795599333,5
15,24,1,15,128,html-slider-response,128,795082,4034.0,7.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-13.0,0.0,7.0,6.0,6.0,20.0,-0.40139556695526796,-0.48463265151038964,1
17,24,1,17,183,html-slider-response,183,1132770,2586.0,3.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-17.0,0.0,3.0,6.0,22.0,18.0,0.09915696193305856,0.05306088935681403,2
13,24,1,13,220,html-slider-response,220,1295499,4804.0,3.0,0.2,question_agency,question_agency_line_inverted,1.0,0.0,-17.0,0.0,4.0,4.0,20.0,20.0,0.1822378708578245,0.08978151209688576,3
19,24,1,19,28,html-slider-response,28,254900,4589.0,12.0,0.3,question_agency,question_agency_line,0.0,0.0,-18.0,0.0,8.0,7.0,11.0,9.0,-0.2821200783556903,-0.11458895490425416,4
20,24,1,20,80,html-slider-response,80,533976,9089.0,0.0,0.3,question_agency,question_agency_line,0.0,0.0,-30.0,0.0,9.0,7.0,2.0,4.0,-0.13215855558309103,-0.13615428187484438,5
21,24,1,21,99,html-slider-response,99,623735,3002.0,2.0,0.3,question_agency,question_agency_line,0.0,0.0,-28.0,0.0,9.0,8.0,35.0,24.0,0.3586739186051412,-0.1267920663729906,1
18,24,1,18,125,html-slider-response,125,782041,4377.0,12.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-18.0,0.0,9.0,8.0,22.0,26.0,0.19908753386735267,-0.05691799064051318,2
23,24,1,23,171,html-slider-response,171,1083466,3560.0,90.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,60.0,0.0,6.0,9.0,33.0,4.0,0.17452604771970467,0.07030258521075906,3
22,24,1,22,208,html-slider-response,208,1242875,3963.0,5.0,0.3,question_agency,question_agency_line_inverted,1.0,0.0,-25.0,0.0,7.0,9.0,26.0,26.0,0.1759271526492877,-0.24452408329008943,4
27,24,1,27,43,html-slider-response,43,330262,6184.0,5.0,0.4,question_agency,question_agency_line,0.0,0.0,-35.0,0.0,5.0,5.0,8.0,12.0,-0.16927609177449193,-0.27152134542948786,5
29,24,1,29,83,html-slider-response,83,547560,4577.0,1.0,0.4,question_agency,question_agency_line,0.0,0.0,-39.0,0.0,5.0,8.0,4.0,3.0,-0.11671258295219467,0.05990190630012365,1
25,24,1,25,117,html-slider-response,117,699568,5580.0,64.0,0.4,question_agency,question_agency_line,0.0,0.0,24.0,0.0,10.0,10.0,18.0,30.0,0.056720782595397964,-0.11083683625462833,2
26,24,1,26,137,html-slider-response,137,847090,2721.0,18.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-22.0,0.0,7.0,7.0,4.0,3.0,-0.23932550090771024,-0.16731260117536098,3
24,24,1,24,186,html-slider-response,186,1144658,2881.0,24.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-16.0,0.0,8.0,7.0,20.0,7.0,-0.20505299566124044,0.13312509003646653,4
28,24,1,28,193,html-slider-response,193,1178138,3385.0,12.0,0.4,question_agency,question_agency_line_inverted,1.0,0.0,-28.0,0.0,6.0,7.0,31.0,18.0,-0.1264832807493963,0.37422218600919993,5
34,24,1,34,25,html-slider-response,25,241301,10505.0,36.0,0.5,question_agency,question_agency_line,0.0,0.0,-14.0,0.0,6.0,7.0,7.0,7.0,-0.3918937832653777,0.2448290888658893,1
33,24,1,33,59,html-slider-response,59,419479,4826.0,23.0,0.5,question_agency,question_agency_line,0.0,0.0,-27.0,0.0,9.0,10.0,17.0,18.0,-0.09766282706425153,-0.22520971908776746,2
32,24,1,32,105,html-slider-response,105,648872,2730.0,5.0,0.5,question_agency,question_agency_line,0.0,0.0,-45.0,0.0,8.0,8.0,21.0,34.0,0.05760673739394304,0.11853520343298578,3
30,24,1,30,155,html-slider-response,155,964979,3618.0,3.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-47.0,0.0,9.0,9.0,10.0,7.0,-0.34861893281744594,0.1938769363318804,4
35,24,1,35,189,html-slider-response,189,1157218,3555.0,27.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,-23.0,0.0,5.0,5.0,26.0,16.0,0.53150365363642,-0.03962757392578604,5
31,24,1,31,202,html-slider-response,202,1217163,3243.0,96.0,0.5,question_agency,question_agency_line_inverted,1.0,0.0,46.0,0.0,5.0,6.0,30.0,23.0,0.22949439862967771,0.11513097255889744,1
37,24,1,37,37,html-slider-response,37,302598,5199.0,56.0,0.6,question_agency,question_agency_line,0.0,0.0,-4.0,0.0,9.0,10.0,15.0,14.0,0.2134848924127157,0.30995807215002424,2
40,24,1,40,62,html-slider-response,62,434566,6081.0,23.0,0.6,question_agency,question_agency_line,0.0,0.0,-37.0,0.0,5.0,9.0,11.0,12.0,0.14617018331810874,0.3350407891875574,3
36,24,1,36,111,html-slider-response,111,672824,3097.0,68.0,0.6,question_agency,question_agency_line,0.0,0.0,8.0,0.0,4.0,10.0,36.0,21.0,0.35704254095712623,0.09947303422162979,4
39,24,1,39,146,html-slider-response,146,927643,5961.0,18.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-42.0,0.0,11.0,7.0,12.0,13.0,0.15013541504507183,0.30478078130511815,5
41,24,1,41,159,html-slider-response,159,1009443,3027.0,75.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,6.0,8.0,7.0,4.0,0.34046721076644487,0.24078104576169496,1
38,24,1,38,196,html-slider-response,196,1192131,4986.0,54.0,0.6,question_agency,question_agency_line_inverted,1.0,0.0,-6.0,0.0,5.0,11.0,40.0,18.0,-0.29450111780194155,0.02760793365398981,2
42,24,1,42,31,html-slider-response,31,275429,11522.0,51.0,0.7,question_agency,question_agency_line,0.0,0.0,-19.0,0.0,6.0,7.0,17.0,15.0,0.3370273552983398,-0.1753209520524002,3
46,24,1,46,71,html-slider-response,71,485903,6151.0,60.0,0.7,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,9.0,7.0,20.0,22.0,0.2636961142156688,0.048962938427048304,4
47,24,1,47,114,html-slider-response,114,684983,3152.0,74.0,0.7,question_agency,question_agency_line,0.0,0.0,4.0,0.0,7.0,8.0,33.0,20.0,-0.3369521596796416,-0.0012945522290530207,5
45,24,1,45,143,html-slider-response,143,912677,3367.0,12.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-58.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1
44,24,1,44,162,html-slider-response,162,1022779,4330.0,86.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,16.0,0.0,8.0,7.0,5.0,4.0,0.3062667110762764,0.28804036845688913,2
43,24,1,43,217,html-slider-response,217,1281690,4635.0,26.0,0.7,question_agency,question_agency_line_inverted,1.0,0.0,-44.0,0.0,6.0,3.0,22.0,20.0,-0.1979970917232651,0.4053563401309002,3
50,24,1,50,49,html-slider-response,49,362782,4680.0,83.0,0.8,question_agency,question_agency_line,0.0,0.0,3.0,0.0,7.0,6.0,17.0,18.0,0.05892981047878164,-0.06425158657964283,4
51,24,1,51,68,html-slider-response,68,470743,11471.0,40.0,0.8,question_agency,question_agency_line,0.0,0.0,-40.0,0.0,6.0,7.0,19.0,18.0,-0.18323365350373377,-0.2929906956794834,5
52,24,1,52,108,html-slider-response,108,660720,2842.0,55.0,0.8,question_agency,question_agency_line,0.0,0.0,-25.0,0.0,7.0,6.0,38.0,18.0,0.13129779398764585,-0.16314515208086278,1
53,24,1,53,134,html-slider-response,134,835361,18511.0,95.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,15.0,0.0,2.0,4.0,6.0,5.0,0.36578560847302954,0.08570841943893279,2
48,24,1,48,165,html-slider-response,165,1058418,26633.0,11.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-69.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,3
49,24,1,49,214,html-slider-response,214,1268050,3785.0,21.0,0.8,question_agency,question_agency_line_inverted,1.0,0.0,-59.0,0.0,6.0,6.0,34.0,22.0,0.24387032978311346,-0.28146318945287924,4
59,24,1,59,52,html-slider-response,52,377390,5601.0,80.0,0.9,question_agency,question_agency_line,0.0,0.0,-10.0,0.0,6.0,8.0,20.0,17.0,-0.10442029197476826,-0.0030079434930062065,5
58,24,1,58,65,html-slider-response,65,450264,6689.0,49.0,0.9,question_agency,question_agency_line,0.0,0.0,-41.0,0.0,9.0,4.0,15.0,16.0,-0.08325343116308671,-0.2545221218088761,1
55,24,1,55,120,html-slider-response,120,711568,2995.0,95.0,0.9,question_agency,question_agency_line,0.0,0.0,5.0,0.0,7.0,7.0,25.0,8.0,-0.1240074701183611,-0.008024141040518108,2
57,24,1,57,131,html-slider-response,131,807842,3755.0,97.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,7.0,0.0,7.0,6.0,7.0,8.0,0.43582446568838257,-0.09789026150060191,3
56,24,1,56,174,html-slider-response,174,1095026,2555.0,100.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,10.0,0.0,4.0,6.0,14.0,4.0,-0.0846226014167149,-0.11220171259774067,4
54,24,1,54,205,html-slider-response,205,1229907,3739.0,91.0,0.9,question_agency,question_agency_line_inverted,1.0,0.0,1.0,0.0,5.0,6.0,14.0,36.0,0.26489871487707717,0.27168531670968527,5
65,24,1,65,22,html-slider-response,22,221790,17393.0,100.0,1.0,question_agency,question_agency_line,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,0.03446420942970869,-0.050313909579015825,1
